Date,Symbol,Open,High,Low,Close,Volume
17-05-2010,MARUTI,1250,1254.8,1237.05,1241.5,322917
18-05-2010,MARUTI,1241.3,1252.45,1236,1242.45,462417
19-05-2010,MARUTI,1234.7,1254,1221,1226.8,496232
20-05-2010,MARUTI,1238.8,1239.3,1198.6,1208.35,485640
21-05-2010,MARUTI,1176,1245,1170,1238.55,744951
24-05-2010,MARUTI,1254.9,1259,1205,1215.65,263273
25-05-2010,MARUTI,1201.2,1211,1177.6,1198.75,457431
26-05-2010,MARUTI,1195,1224,1184.15,1200.7,584220
27-05-2010,MARUTI,1205,1248.75,1191,1238.15,982229
28-05-2010,MARUTI,1243,1244.8,1216.2,1225.2,330714
